REPORT_DATE,RESPONDERS SHIFT,METHOD,OFFENSE,BLOCK,WARD,ANC,CENSUS_TRACT,NEIGHBORHOOD_CLUSTER,LATITUDE,LONGITUDE
2025-11-18 00:41:43+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,300 - 399 BLOCK OF 16TH STREET SE,7,7D,6802,Cluster 26,38.88472807,-76.98221614
2025-11-18 18:27:48+00:00,DAY,OTHERS,THEFT F/AUTO,3300 - 3399 BLOCK OF MACOMB STREET NW,3,3C,600,Cluster 15,38.93349127,-77.0658253
2025-11-18 20:09:12+00:00,EVENING,OTHERS,THEFT/OTHER,1724 - 1799 BLOCK OF NORTH CAPITOL STREET,5,5E,3302,Cluster 21,38.91371448,-77.00904883
2025-11-19 23:05:31+00:00,EVENING,OTHERS,THEFT/OTHER,3700 - 3749 BLOCK OF NEWARK STREET NW,3,3A,1002,Cluster 14,38.93475141,-77.07328988
2025-11-19 23:26:13+00:00,EVENING,OTHERS,THEFT/OTHER,10 - 99 BLOCK OF RIDGE SQUARE NW,3,3A,1002,Cluster 14,38.94003051,-77.07780675
2025-11-20 03:59:07+00:00,EVENING,OTHERS,THEFT F/AUTO,3260 - 3299 BLOCK OF WATER STREET NW,2,2E,202,Cluster 4,38.9032968,-77.0654864
2025-11-24 00:10:23+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,900 - 915 BLOCK OF EASTERN AVENUE NE,7,7C,7807,Cluster 31,38.90214031,-76.92123102
2025-11-20 00:47:07+00:00,EVENING,OTHERS,THEFT/OTHER,3700 - 3749 BLOCK OF NEWARK STREET NW,3,3A,1002,Cluster 14,38.93475141,-77.07328988
2025-10-31 19:32:26+00:00,EVENING,OTHERS,THEFT/OTHER,3156 - 3248 BLOCK OF STANTON ROAD SE,8,8C,7404,Cluster 38,38.84955835,-76.98098789
2025-11-04 23:02:24+00:00,EVENING,OTHERS,THEFT F/AUTO,2100 - 2199 BLOCK OF CHANNING STREET NE,5,5C,11100,Cluster 22,38.9223648,-76.97441507
2025-11-17 21:03:01+00:00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF ADAMS STREET NW,5,5E,3301,Cluster 21,38.9202308,-77.0105958
2025-10-31 16:59:13+00:00,DAY,OTHERS,THEFT/OTHER,2600 - 2799 BLOCK OF JASPER STREET SE,8,8B,7408,Cluster 36,38.85174695,-76.96923719
2025-11-02 14:20:50+00:00,DAY,OTHERS,ROBBERY,3100 - 3299 BLOCK OF BUENA VISTA TERRACE SE,8,8B,7408,Cluster 36,38.85066575,-76.96646085
2025-11-24 05:58:00+00:00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1 - 99 BLOCK OF 35TH STREET NE,7,7F,9603,Cluster 32,38.89025329,-76.95552328
2025-11-26 13:01:14+00:00,DAY,OTHERS,THEFT F/AUTO,1500 - 1599 BLOCK OF 5TH STREET NW,2,2G,4801,Cluster 7,38.91038157,-77.01892628
2025-11-26 16:35:05+00:00,DAY,OTHERS,THEFT F/AUTO,1ST STREET NE AND N STREET NE,6,6E,10601,Cluster 25,38.90723553,-77.00588701
2025-10-31 13:31:35+00:00,DAY,OTHERS,THEFT F/AUTO,800 - 899 BLOCK OF FLORIDA AVENUE NW,1,1B,3500,Cluster 3,38.91686837,-77.0234419
2025-11-01 16:31:32+00:00,DAY,OTHERS,THEFT/OTHER,4600 - 4699 BLOCK OF 9TH STREET NW,4,4D,2201,Cluster 18,38.94669503,-77.02530066
2025-11-17 20:04:15+00:00,EVENING,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF MICHIGAN AVENUE NE,5,5F,9201,Cluster 20,38.93280757,-76.99703843
2025-11-28 18:02:01+00:00,DAY,OTHERS,THEFT/OTHER,2800 - 2817 BLOCK OF SHERMAN AVENUE NW,1,1E,3500,Cluster 2,38.92611482,-77.02583238
2025-11-17 20:34:00+00:00,EVENING,OTHERS,THEFT/OTHER,308 - 399 BLOCK OF 6TH STREET SE,6,6B,6500,Cluster 26,38.88493348,-76.99845405
2025-10-31 15:52:28+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,2527 - 2699 BLOCK OF BENNING ROAD NE,5,5D,11100,Cluster 46,38.8977634,-76.96995178
2025-11-02 05:02:11+00:00,MIDNIGHT,OTHERS,ROBBERY,1900 - 1999 BLOCK OF 9TH STREET NW,1,1B,4402,Cluster 3,38.9162802,-77.02396659
2025-11-02 17:09:50+00:00,DAY,OTHERS,THEFT/OTHER,3200 - 3275 BLOCK OF M STREET NW,2,2E,202,Cluster 4,38.90515109,-77.0639959
2025-11-02 22:50:09+00:00,EVENING,OTHERS,THEFT/OTHER,1200 - 1237 BLOCK OF WISCONSIN AVENUE NW,2,2E,102,Cluster 4,38.90560134,-77.06282229
2025-11-04 04:33:02+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF QUINCY STREET NW,4,4C,2504,Cluster 18,38.9376054,-77.03121751
2025-11-04 05:38:53+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,1851 - 2008 BLOCK OF WISCONSIN AVENUE NW,2,2E,102,Cluster 4,38.91622593,-77.06816488
2025-11-05 00:37:31+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,5200 - 5499 BLOCK OF 16TH STREET NW,4,4E,2001,Cluster 18,38.95437327,-77.03640658
2025-11-06 21:27:10+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1388 - 1397 BLOCK OF CONGRESS STREET SE,8,8E,7304,Cluster 38,38.84483261,-76.98508283
2025-11-08 00:17:00+00:00,EVENING,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF EMERSON STREET NW,4,4E,2002,Cluster 18,38.94973896,-77.03147755
2025-11-08 02:39:47+00:00,EVENING,OTHERS,THEFT F/AUTO,800 - 899 BLOCK OF V STREET NW,1,1B,3500,Cluster 3,38.91776245,-77.02344588
2025-11-11 01:33:56+00:00,EVENING,OTHERS,THEFT/OTHER,1200 - 1217 BLOCK OF 18TH STREET NW,2,2B,10700,Cluster 6,38.90606355,-77.04168338
2025-10-31 13:12:52+00:00,DAY,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF 8TH STREET NW,2,2C,5802,Cluster 8,38.89546499,-77.02296259
2025-10-31 14:48:46+00:00,DAY,OTHERS,THEFT/OTHER,1401 - 1498 BLOCK OF WISCONSIN AVENUE NW,2,2E,102,Cluster 4,38.90861796,-77.06398206
2025-10-31 22:31:54+00:00,EVENING,OTHERS,BURGLARY,1761 - 1780 BLOCK OF COLUMBIA ROAD NW,1,1C,3901,Cluster 1,38.92328845,-77.0417578
2025-11-03 17:17:31+00:00,DAY,OTHERS,THEFT F/AUTO,1110 - 1199 BLOCK OF EASTERN AVENUE NE,7,7C,7806,Cluster 31,38.90563135,-76.9256842
2025-11-06 14:15:15+00:00,DAY,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF 8TH STREET NW,2,2C,5802,Cluster 8,38.89546499,-77.02296259
2025-11-05 16:57:13+00:00,DAY,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,1,1B,3500,Cluster 3,38.91723646,-77.02294573
2025-11-06 01:57:28+00:00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF K STREET NE,6,6C,10602,Cluster 25,38.90251167,-76.99730358
2025-11-09 17:05:08+00:00,DAY,OTHERS,THEFT/OTHER,4800 - 4899 BLOCK OF MASSACHUSETTS AVENUE NW,3,3E,1003,Cluster 11,38.94512631,-77.09578162
2025-11-11 22:30:08+00:00,EVENING,OTHERS,THEFT/OTHER,5000 - 5099 BLOCK OF HUNT STREET NE,7,7C,7809,Cluster 31,38.90104938,-76.92915517
2025-11-16 15:36:22+00:00,DAY,OTHERS,THEFT F/AUTO,3500 - 3598 BLOCK OF 16TH STREET NW,1,1D,2703,Cluster 2,38.93469817,-77.03645224
2025-11-17 02:40:42+00:00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,3200 - 3299 BLOCK OF E STREET SE,7,7B,7708,Cluster 32,38.88283807,-76.96063188
2025-11-17 11:00:17+00:00,MIDNIGHT,OTHERS,BURGLARY,1800 - 1897 BLOCK OF MONTANA AVENUE NE,5,5C,11100,Cluster 22,38.91851553,-76.97836404
2025-11-18 18:00:22+00:00,DAY,OTHERS,THEFT/OTHER,2818 - 2899 BLOCK OF SHERMAN AVENUE NW,1,1A,3500,Cluster 2,38.92660747,-77.02590014
2025-11-18 20:32:28+00:00,EVENING,KNIFE,ASSAULT W/DANGEROUS WEAPON,2300 - 2399 BLOCK OF AINGER PLACE SE,8,8B,7502,Cluster 36,38.85749168,-76.97264583
2025-11-19 01:44:38+00:00,EVENING,OTHERS,THEFT/OTHER,3652 - 3701 BLOCK OF MINNESOTA AVENUE NE,7,7F,9603,Cluster 32,38.89021474,-76.95276798
2025-11-21 22:39:48+00:00,EVENING,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF T STREET NW,1,1B,4402,Cluster 3,38.91557174,-77.02505877
2025-11-23 21:59:24+00:00,EVENING,OTHERS,THEFT/OTHER,1 - 69 BLOCK OF OGLETHORPE STREET NW,4,4B,9505,Cluster 17,38.96111418,-77.0075084
2025-11-24 14:42:57+00:00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 2ND STREET NE,6,6E,10601,Cluster 25,38.90782549,-77.00351418
2025-11-27 03:07:13+00:00,EVENING,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF 7TH STREET NW,2,2C,5802,Cluster 8,38.89912971,-77.02191656
2025-11-05 00:32:33+00:00,EVENING,OTHERS,THEFT/OTHER,1601 - 1699 BLOCK OF ARGONNE PLACE NW,1,1C,3901,Cluster 1,38.92646882,-77.03839252
2025-11-17 20:03:28+00:00,EVENING,OTHERS,THEFT/OTHER,1301 - 1334 BLOCK OF SPRING ROAD NW,1,1A,2900,Cluster 2,38.93648209,-77.03044424
2025-11-17 20:34:26+00:00,EVENING,OTHERS,THEFT/OTHER,4300 - 4449 BLOCK OF CONNECTICUT AVENUE NW,3,3F,1200,Cluster 12,38.9461103,-77.06464025
2025-11-18 16:32:48+00:00,DAY,OTHERS,THEFT/OTHER,1300 - 1369 BLOCK OF SAVANNAH STREET SE,8,8C,7304,Cluster 38,38.8436834,-76.98685498
2025-11-28 17:30:11+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,1200 - 1299 BLOCK OF HALF STREET SE,8,8F,7201,Cluster 27,38.87555885,-77.00746208
2025-11-12 21:58:57+00:00,EVENING,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF 46TH PLACE SE,7,7E,7707,Cluster 33,38.87734626,-76.93288497
2025-11-13 03:24:40+00:00,EVENING,OTHERS,THEFT/OTHER,3101 - 3199 BLOCK OF 16TH STREET NW,1,1D,2702,Cluster 2,38.92980792,-77.03646808
2025-11-14 00:38:21+00:00,EVENING,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 19TH STREET NW,1,1C,4002,Cluster 1,38.91739499,-77.0440715
2025-11-14 11:16:25+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,10 - 99 BLOCK OF RIDGE SQUARE NW,3,3A,1002,Cluster 14,38.94003051,-77.07780675
2025-11-14 22:59:57+00:00,EVENING,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF MONROE STREET NE,5,5F,9201,Cluster 20,38.93236657,-76.9955767
2025-11-16 08:43:48+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,2100 - 2199 BLOCK OF 24TH PLACE NE,5,5C,11100,Cluster 22,38.92045753,-76.97156263
2025-11-17 01:24:31+00:00,EVENING,OTHERS,THEFT/OTHER,3639 - 3649 BLOCK OF GEORGIA AVENUE NW,1,1E,3100,Cluster 2,38.93549724,-77.02417051
2025-11-17 02:09:37+00:00,EVENING,OTHERS,THEFT/OTHER,100 - 146 BLOCK OF WAYNE PLACE SE,8,8D,9803,Cluster 39,38.83515394,-77.00482005
2025-11-18 19:53:14+00:00,DAY,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF QUEBEC PLACE NW,1,1E,3200,Cluster 2,38.9360401,-77.02273713
2025-11-20 05:31:27+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF H R DRIVE SE,8,8E,9700,Cluster 39,38.82981689,-76.99199529
2025-11-20 19:21:09+00:00,DAY,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,1,1A,2802,Cluster 2,38.92951689,-77.03272986
2025-11-21 01:06:50+00:00,EVENING,OTHERS,THEFT F/AUTO,700 - 799 BLOCK OF 10TH STREET SE,6,6B,7000,Cluster 26,38.88027106,-76.99264417
2025-11-21 17:48:54+00:00,DAY,OTHERS,THEFT/OTHER,5166 - 5199 BLOCK OF SOUTH DAKOTA AVENUE NE,5,5A,9508,Cluster 19,38.95314811,-76.99748498
2025-11-21 23:47:13+00:00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,1,1A,2802,Cluster 2,38.92951689,-77.03272986
2025-11-26 02:05:57+00:00,EVENING,OTHERS,THEFT/OTHER,5500 - 5529 BLOCK OF SOUTH DAKOTA AVENUE NE,4,4B,9507,Cluster 19,38.9557345,-77.00084879
2025-11-28 15:07:19+00:00,DAY,OTHERS,BURGLARY,3100 - 3199 BLOCK OF BRUCE PLACE SE,8,8C,7404,Cluster 38,38.85170781,-76.98374402
2025-11-29 01:20:30+00:00,EVENING,OTHERS,THEFT/OTHER,201 - 299 BLOCK OF M STREET NE,6,6C,10602,Cluster 25,38.90564594,-77.00255001
2025-11-25 08:02:26+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,1,1B,3500,Cluster 3,38.91723646,-77.02294573
2025-11-27 19:44:33+00:00,DAY,OTHERS,THEFT F/AUTO,900 - 999 BLOCK OF N STREET NW,2,2G,4902,Cluster 7,38.90723823,-77.02497514
2025-11-29 02:40:39+00:00,EVENING,OTHERS,THEFT/OTHER,2200 - 2298 BLOCK OF WISCONSIN AVENUE NW,3,3B,400,Cluster 14,38.91966658,-77.0710366
2025-11-11 00:44:11+00:00,EVENING,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF NEAL STREET NE,5,5D,8802,Cluster 23,38.90396669,-76.98752799
2025-11-12 14:18:06+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,300 - 399 BLOCK OF FARRAGUT STREET NW,4,4D,2202,Cluster 18,38.95110892,-77.01669545
2025-11-12 23:19:30+00:00,EVENING,OTHERS,THEFT/OTHER,400 - 443 BLOCK OF K STREET NW,6,6E,4702,Cluster 8,38.90252002,-77.01691684
2025-11-14 10:54:04+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,1800 - 1899 BLOCK OF BELMONT ROAD NW,1,1C,4001,Cluster 1,38.92057768,-77.04297463
2025-11-13 19:47:10+00:00,DAY,OTHERS,THEFT F/AUTO,1900 - 1937 BLOCK OF CAPITOL AVENUE NE,5,5D,8803,Cluster 23,38.91202387,-76.98473364
2025-11-14 13:43:21+00:00,DAY,OTHERS,THEFT/OTHER,1300 - 1499 BLOCK OF KENILWORTH AVENUE NE,7,7C,9601,Cluster 31,38.90846445,-76.93716274
2025-11-15 12:33:47+00:00,DAY,OTHERS,THEFT F/AUTO,3100 - 3199 BLOCK OF GEORGIA AVENUE NW,1,1E,3100,Cluster 2,38.92952942,-77.02329798
2025-11-15 17:44:36+00:00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF F STREET NW,2,2C,5802,Cluster 8,38.89734789,-77.02650856
2025-10-31 22:17:07+00:00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF U STREET NW,1,1B,4402,Cluster 3,38.91700008,-77.03078611
2025-11-06 18:39:44+00:00,DAY,OTHERS,THEFT F/AUTO,2222 - 2398 BLOCK OF 48TH STREET NW,3,3D,804,Cluster 13,38.92131375,-77.09434058
2025-11-01 01:05:19+00:00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,1400 - 1499 BLOCK OF 18TH PLACE SE,8,8A,7601,Cluster 34,38.87263408,-76.97819085
2025-11-01 07:42:15+00:00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,3400 - 3599 BLOCK OF COMMODORE JOSHUA BARNEY DRIVE NE,5,5C,9000,Cluster 24,38.92642679,-76.95655478
2025-11-03 15:09:28+00:00,DAY,OTHERS,ROBBERY,1800 - 1899 BLOCK OF I STREET NE,5,5D,8904,Cluster 23,38.90170081,-76.9768581
2025-11-04 20:19:42+00:00,EVENING,OTHERS,THEFT F/AUTO,400 - 499 BLOCK OF EMERSON STREET NW,4,4D,2202,Cluster 18,38.94998233,-77.01854295
2025-11-06 12:33:30+00:00,DAY,OTHERS,THEFT/OTHER,200 - 399 BLOCK OF 56TH STREET NE,7,7C,7808,Cluster 31,38.89266994,-76.9213013
2025-11-06 15:24:06+00:00,DAY,OTHERS,THEFT F/AUTO,2100 - 2199 BLOCK OF CALIFORNIA STREET NW,2,2D,4100,Cluster 1,38.91642366,-77.04785187
2025-11-06 16:14:26+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,4700 - 4799 BLOCK OF 1ST STREET SW,8,8D,10900,Cluster 39,38.82274496,-77.00551426
2025-11-07 03:01:17+00:00,EVENING,KNIFE,ASSAULT W/DANGEROUS WEAPON,944 - 967 BLOCK OF FLORIDA AVENUE NW,1,1B,3500,Cluster 3,38.91955531,-77.02508923
2025-11-07 21:25:51+00:00,EVENING,OTHERS,THEFT/OTHER,3200 - 3275 BLOCK OF M STREET NW,2,2E,202,Cluster 4,38.90515109,-77.0639959
2025-11-09 14:35:45+00:00,DAY,OTHERS,THEFT/OTHER,750 - 799 BLOCK OF MAINE AVENUE NW,6,6D,10202,Cluster 9,38.87951395,-77.02384694
2025-11-09 19:01:11+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,900 - 999 BLOCK OF BARNABY STREET SE,8,8E,9801,Cluster 39,38.83290404,-76.99019528
2025-11-03 00:08:50+00:00,EVENING,OTHERS,THEFT/OTHER,400 - 497 BLOCK OF L STREET NW,6,6E,4703,Cluster 8,38.9037338,-77.01754994
2025-11-04 01:17:45+00:00,EVENING,OTHERS,THEFT/OTHER,4200 - 4399 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,7,7C,7809,Cluster 31,38.90125521,-76.94089207
2025-11-15 21:38:31+00:00,EVENING,KNIFE,ASSAULT W/DANGEROUS WEAPON,1900 BLOCK OF D STREET SE,7,7F,6804,Cluster 26,38.88407708,-76.9762457
2025-10-31 22:27:32+00:00,EVENING,OTHERS,THEFT/OTHER,4000 - 4099 BLOCK OF CLAY PLACE NE,7,7F,9603,Cluster 32,38.89267533,-76.9459152
2025-11-15 21:20:37+00:00,EVENING,OTHERS,THEFT F/AUTO,3200 - 3218 BLOCK OF GEORGIA AVENUE NW,1,1E,3200,Cluster 2,38.93030771,-77.02341229
2025-11-17 21:19:25+00:00,EVENING,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF NEW YORK AVENUE NE,5,5D,8803,Cluster 23,38.9164774,-76.98271559
2025-11-18 06:19:19+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,2,2C,10100,Cluster 8,38.90452619,-77.03261406
2025-11-22 04:14:11+00:00,MIDNIGHT,OTHERS,ROBBERY,6100 - 6115 BLOCK OF 5TH STREET NW,4,4B,1902,Cluster 17,38.96406698,-77.0198957
2025-11-22 01:52:33+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3900 - 3928 BLOCK OF MINNESOTA AVENUE NE,7,7F,9603,Cluster 32,38.8935443,-76.95033389
2025-11-22 13:08:12+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,700 - 999 BLOCK OF HOWARD ROAD SE,8,8A,7401,Cluster 37,38.86436082,-76.99848123
2025-11-23 08:37:05+00:00,MIDNIGHT,OTHERS,ASSAULT W/DANGEROUS WEAPON,600 - 699 BLOCK OF D STREET SE,6,6B,6500,Cluster 26,38.88427083,-76.99731337
2025-11-24 15:16:19+00:00,DAY,OTHERS,THEFT/OTHER,3900 - 3999 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,8,8D,9807,Cluster 39,38.83256096,-77.00899726
2025-11-25 15:26:47+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,1222 - 1299 BLOCK OF 1ST STREET NE,6,6E,10601,Cluster 25,38.90684123,-77.00588548
2025-11-25 21:00:59+00:00,EVENING,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF K STREET NW,2,2C,10700,Cluster 6,38.90252504,-77.03752583
2025-11-27 23:57:47+00:00,EVENING,KNIFE,ASSAULT W/DANGEROUS WEAPON,2000 - 2099 BLOCK OF MASSACHUSETTS AVENUE NW,2,2B,5502,Cluster 6,38.91044522,-77.04575922
2025-11-10 23:15:11+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1300 - 1399 BLOCK OF HARVARD STREET NW,1,1A,3600,Cluster 2,38.92674205,-77.03109201
2025-11-07 02:20:09+00:00,EVENING,OTHERS,THEFT/OTHER,4530 - 4599 BLOCK OF WISCONSIN AVENUE NW,3,3E,1100,Cluster 11,38.94924665,-77.08029824
2025-11-06 23:02:19+00:00,EVENING,OTHERS,THEFT/OTHER,3033 - 3098 BLOCK OF STANTON ROAD SE,8,8C,7404,Cluster 38,38.85240315,-76.98231291
2025-11-08 09:48:40+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,1400 - 1498 BLOCK OF OKIE STREET NE,5,5D,8803,Cluster 23,38.91475717,-76.98392764
2025-11-09 18:35:05+00:00,DAY,OTHERS,THEFT/OTHER,1401 - 1499 BLOCK OF OAK STREET NW,1,1D,2801,Cluster 2,38.93427003,-77.03431032
2025-11-10 01:53:42+00:00,EVENING,OTHERS,THEFT F/AUTO,1700 - 1799 BLOCK OF CONNECTICUT AVENUE NW,2,2B,5502,Cluster 6,38.91334462,-77.0455887
2025-11-10 00:55:44+00:00,EVENING,OTHERS,THEFT F/AUTO,3100 - 3199 BLOCK OF PENNSYLVANIA AVENUE SE,7,7B,9901,Cluster 34,38.86984327,-76.96173732
2025-11-11 00:00:27+00:00,EVENING,OTHERS,THEFT F/AUTO,5000 - 5099 BLOCK OF EASTERN AVENUE NE,5,5A,9508,Cluster 19,38.95345404,-76.98679309
2025-11-11 02:59:16+00:00,EVENING,OTHERS,ROBBERY,612 - 649 BLOCK OF PARKSIDE PLACE NE,7,7D,9602,Cluster 30,38.89948902,-76.95033448
2025-11-11 12:04:26+00:00,DAY,OTHERS,THEFT F/AUTO,3400 - 3599 BLOCK OF COMMODORE JOSHUA BARNEY DRIVE NE,5,5C,9000,Cluster 24,38.92642679,-76.95655478
2025-11-11 15:09:18+00:00,DAY,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF 7TH STREET NW,2,2G,4901,Cluster 7,38.90910799,-77.02191443
2025-11-12 18:54:25+00:00,DAY,OTHERS,THEFT/OTHER,3600 - 3699 BLOCK OF 14TH STREET NW,1,1D,2801,Cluster 2,38.93667092,-77.03273026
2025-11-15 14:29:38+00:00,DAY,OTHERS,THEFT F/AUTO,500 - 699 BLOCK OF COLUMBIA ROAD NW,1,1E,3200,Cluster 2,38.92830459,-77.02122975
2025-11-16 01:12:43+00:00,EVENING,OTHERS,THEFT/OTHER,14TH STREET NW AND PARK ROAD NW,1,1A,2802,Cluster 2,38.93023077,-77.03274852
2025-11-16 01:19:48+00:00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF 12TH STREET NW,2,2F,5004,Cluster 7,38.90644317,-77.0280851
2025-11-18 17:11:27+00:00,DAY,OTHERS,THEFT/OTHER,400 - 429 BLOCK OF 14TH STREET NE,6,6A,8001,Cluster 25,38.8950825,-76.98550487
2025-11-19 22:46:01+00:00,EVENING,OTHERS,THEFT/OTHER,3900 - 3999 BLOCK OF 14TH STREET NW,4,4C,2504,Cluster 18,38.93920946,-77.03272935
2025-11-20 02:01:06+00:00,EVENING,OTHERS,THEFT/OTHER,2200 - 2299 BLOCK OF PENNSYLVANIA AVENUE NW,2,2A,10800,Cluster 5,38.90221344,-77.04916892
2025-11-21 23:20:04+00:00,EVENING,OTHERS,THEFT/OTHER,1700 - 1720 BLOCK OF 14TH STREET NW,2,2F,5202,Cluster 7,38.91297764,-77.0319524
2025-11-23 23:19:16+00:00,EVENING,OTHERS,THEFT/OTHER,3639 - 3649 BLOCK OF GEORGIA AVENUE NW,1,1E,3100,Cluster 2,38.93549724,-77.02417051
2025-11-23 19:39:24+00:00,DAY,OTHERS,BURGLARY,200 - 299 BLOCK OF RHODE ISLAND AVENUE NW,1,1B,3400,Cluster 3,38.91473407,-77.01500681
2025-11-24 14:45:17+00:00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 4TH STREET NE,5,5D,8803,Cluster 23,38.90985151,-76.99860051
2025-11-02 19:21:35+00:00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF V STREET NW,1,1B,4401,Cluster 3,38.9181127,-77.03078648
2025-11-03 15:38:47+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,1600 - 1699 BLOCK OF MARYLAND AVENUE NE,5,5D,8904,Cluster 23,38.9015468,-76.97993763
2025-11-07 11:03:17+00:00,MIDNIGHT,OTHERS,ROBBERY,1800 - 1897 BLOCK OF BRUCE PLACE SE,8,8C,7404,Cluster 38,38.85106694,-76.97863332
2025-11-08 17:23:21+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,4400 - 4499 BLOCK OF BLAINE STREET NE,7,7F,7803,Cluster 33,38.89189214,-76.9384824
2025-11-09 02:39:28+00:00,EVENING,OTHERS,THEFT/OTHER,665 - 699 BLOCK OF WHARF STREET SW,6,6D,10202,Cluster 9,38.87761359,-77.02314112
2025-11-09 23:43:18+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1026 - 1099 BLOCK OF 31ST STREET NW,2,2E,102,Cluster 4,38.90431195,-77.06116653
2025-11-12 01:01:15+00:00,EVENING,OTHERS,THEFT F/AUTO,2300 - 2399 BLOCK OF SKYLAND PLACE SE,8,8B,7502,Cluster 36,38.86102128,-76.97095697
2025-11-12 01:31:04+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1100 - 1199 BLOCK OF HALF STREET SE,6,8F,7202,Cluster 27,38.87700389,-77.00745946
2025-11-12 13:04:37+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,3000 - 3029 BLOCK OF TILDEN STREET NW,3,3C,600,Cluster 12,38.94085211,-77.0629296
2025-11-12 17:53:11+00:00,DAY,OTHERS,THEFT/OTHER,2900 - 2999 BLOCK OF 14TH STREET NW,1,1A,2802,Cluster 2,38.92704868,-77.03246971
2025-11-13 14:13:19+00:00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF STAPLES STREET NE,5,5D,8802,Cluster 23,38.9022812,-76.98498612
2025-11-17 22:02:25+00:00,EVENING,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF C STREET SE,7,7D,6802,Cluster 26,38.88535188,-76.98149074
2025-11-18 16:03:42+00:00,DAY,OTHERS,THEFT F/AUTO,1000 - 1199 BLOCK OF INDEPENDENCE AVENUE SW,2,2C,980000,Cluster 45,38.88756585,-77.02705334
2025-10-31 15:31:39+00:00,DAY,OTHERS,THEFT F/AUTO,1900 - 1920 BLOCK OF 14TH STREET NW,2,2F,4300,Cluster 3,38.91592868,-77.0319536
